"AnimalType","AgeinDays","HasName","NameLength","Hour","Minute","Weekday","Day","Month","Year","TimeofDay","ColorComplexity","BreedComplexity","IsMix","IsSlash","SimpleBreed","SimpleColor","Intact","Sex","LifeStage","OutcomeType"
"Dog","365",0,"8",16,23,"5",18,"7","2014","lateday","3","23","yes","no","Chihuahua Shorthair","Tan","yes","Male","baby","Transfer"
"Dog","1460",1,"4",14,5,"2",16,"9","2014","midday","9","19","yes","no","Black Mouth Cur","Tan","no","Female","adult","Return_to_owner"
"Dog","730",1,"5",12,38,"1",7,"7","2014","midday","11","16","no","yes","Dachshund","Brown","no","Male","nearly_baby","Adoption"
"Dog","4015",1,"12",18,7,"5",9,"5","2014","lateday","11","21","yes","no","Yorkshire Terrier","Brown","no","Female","adult","Euthanasia"
"Dog","730",1,"5",11,45,"3",23,"9","2015","night","9","13","yes","no","Dachshund","Tan","no","Female","nearly_baby","Adoption"
"Dog","2190",1,"8",18,32,"2",27,"10","2015","lateday","5","11","yes","no","Maltese","White","no","Female","adult","Return_to_owner"
"Dog","180",1,"4",15,53,"1",8,"12","2014","midday","11","11","yes","no","Pointer","Black","no","Male","baby","Transfer"
"Dog","60",1,"5",15,31,"2",8,"9","2015","midday","4","16","no","no","English Foxhound","Buff","yes","Female","baby","Transfer"
"Dog","365",1,"5",18,18,"6",10,"5","2014","lateday","3","23","yes","no","Chihuahua Shorthair","Red","no","Female","baby","Adoption"
"Dog","60",1,"5",17,55,"3",30,"4","2014","lateday","5","10","yes","no","Vizsla","Brown","no","Male","baby","Adoption"
"Dog","730",1,"8",14,53,"5",29,"1","2016","midday","19","12","yes","no","Pit Bull","Brown","no","Male","nearly_baby","Transfer"
"Dog","1095",0,"8",18,15,"2",25,"3","2014","lateday","5","30","no","yes","German Shepherd","White","no","Female","adult","Adoption"
"Dog","1460",1,"7",16,17,"6",28,"12","2013","lateday","8","21","yes","no","Yorkshire Terrier","Blue","no","Female","adult","Return_to_owner"
"Dog","730",1,"4",14,28,"3",19,"8","2015","midday","3","40","no","yes","Cardigan Welsh Corgi","Tan","no","Female","nearly_baby","Transfer"
"Dog","60",1,"4",16,7,"7",7,"6","2015","lateday","5","18","no","yes","Chow Chow","Black","no","Male","baby","Adoption"
"Dog","365",1,"7",12,10,"4",17,"12","2015","midday","5","19","no","no","Chihuahua Shorthair","White","no","Male","baby","Adoption"
"Dog","4380",1,"7",17,17,"1",9,"2","2015","lateday","13","12","yes","no","Pit Bull","Brown","no","Male","adult","Euthanasia"
"Dog","365",0,"8",18,51,"7",14,"9","2014","lateday","11","16","no","yes","Dachshund","Brown","no","Male","baby","Adoption"
"Dog","90",0,"8",18,0,"6",26,"4","2014","lateday","11","22","yes","no","Labrador Retriever","Black","yes","Female","baby","Transfer"
"Dog","150",1,"7",14,16,"2",15,"12","2015","midday","19","15","yes","no","Plott Hound","Brown","no","Male","baby","Adoption"
"Dog","1095",1,"5",14,54,"7",7,"2","2016","midday","5","16","no","yes","Boxer","Black","no","Female","adult","Adoption"
"Dog","2555",1,"7",11,49,"4",10,"4","2014","night","11","10","no","no","Lhasa Apso","White","no","Female","adult","Transfer"
"Dog","730",1,"4",18,56,"5",6,"2","2015","lateday","9","19","yes","no","German Shepherd","Black","no","Female","nearly_baby","Euthanasia"
"Dog","3285",1,"5",14,6,"7",15,"11","2015","midday","11","31","no","yes","Beagle","White","no","Female","adult","Adoption"
"Dog","210",1,"3",15,12,"7",6,"12","2015","midday","11","17","yes","no","Border Collie","Black","no","Male","baby","Transfer"
"Dog","1095",0,"8",16,18,"3",14,"1","2015","lateday","4","18","yes","no","Border Terrier","Gray","no","Male","adult","Adoption"
"Dog","1825",1,"5",17,43,"4",29,"5","2014","lateday","9","23","yes","no","Chihuahua Shorthair","Tan","no","Male","adult","Adoption"
"Dog","1825",1,"6",12,5,"4",28,"1","2016","midday","19","9","yes","no","Boxer","Brown","no","Male","adult","Transfer"
"Dog","1460",1,"6",18,6,"3",8,"4","2015","lateday","9","17","yes","no","Cairn Terrier","Tan","no","Male","adult","Return_to_owner"
"Dog","730",1,"6",12,2,"5",20,"12","2013","midday","9","23","yes","no","Chihuahua Shorthair","Black","no","Female","nearly_baby","Return_to_owner"
"Dog","730",1,"8",18,43,"7",23,"3","2014","lateday","5","18","yes","no","Dogo Argentino","White","no","Male","nearly_baby","Adoption"
"Dog","3285",1,"8",11,26,"6",29,"3","2014","night","11","13","yes","no","Dachshund","Black","no","Male","adult","Return_to_owner"
"Dog","1825",1,"5",18,16,"2",11,"2","2014","lateday","8","10","yes","no","Beagle","Tricolor","no","Male","adult","Return_to_owner"
"Dog","365",1,"3",16,53,"5",6,"12","2013","lateday","20","29","no","yes","Chihuahua Shorthair","Yellow","no","Male","baby","Euthanasia"
"Dog","730",1,"4",16,37,"7",20,"10","2013","lateday","10","12","yes","no","Pit Bull","Fawn","no","Female","nearly_baby","Adoption"
"Dog","150",1,"4",15,48,"1",6,"7","2015","midday","11","12","yes","no","Pit Bull","White","yes","Male","baby","Transfer"
"Dog","365",1,"5",15,38,"6",22,"3","2014","midday","3","23","yes","no","Chihuahua Shorthair","Tan","no","Female","baby","Adoption"
"Dog","90",1,"5",0,0,"4",5,"11","2015","night","11","23","yes","no","Chihuahua Shorthair","Black","yes","Male","baby","Transfer"
"Dog","1095",1,"4",16,59,"7",3,"5","2015","lateday","5","23","yes","no","Chihuahua Shorthair","Brown","no","Female","adult","Return_to_owner"
"Dog","1825",1,"5",17,0,"1",14,"4","2014","lateday","5","13","yes","no","Dachshund","Black","no","Male","adult","Return_to_owner"
"Dog","2920",1,"5",11,22,"1",26,"5","2014","night","5","36","no","yes","Miniature Schnauzer","Black","no","Male","adult","Adoption"
"Dog","60",0,"8",14,15,"7",21,"9","2014","midday","11","22","yes","no","Labrador Retriever","Black","no","Female","baby","Adoption"
"Dog","1825",1,"7",17,3,"4",11,"9","2014","lateday","5","8","no","no","Pit Bull","Black","no","Male","adult","Adoption"
"Dog","365",1,"6",17,22,"7",31,"1","2016","lateday","11","12","yes","no","Pit Bull","White","no","Male","baby","Adoption"
"Dog","730",1,"5",18,40,"7",22,"3","2015","lateday","11","23","yes","no","Chihuahua Shorthair","Brown","no","Male","nearly_baby","Return_to_owner"
"Dog","3285",1,"12",11,15,"7",25,"1","2015","night","15","22","yes","no","Labrador Retriever","Chocolate","no","Female","adult","Return_to_owner"
"Dog","1095",1,"4",17,18,"4",22,"10","2015","lateday","9","12","yes","no","Pit Bull","Red","no","Female","adult","Adoption"
"Dog","365",1,"5",14,3,"5",15,"1","2016","midday","11","40","no","yes","Chihuahua Shorthair","Black","no","Female","baby","Adoption"
"Dog","730",1,"7",15,28,"5",9,"1","2015","midday","9","23","yes","no","Chihuahua Shorthair","Black","no","Female","nearly_baby","Transfer"
"Dog","365",1,"6",17,30,"2",15,"12","2015","lateday","13","8","no","no","Pit Bull","Brown","no","Female","baby","Return_to_owner"
"Dog","730",1,"7",15,19,"6",16,"5","2015","midday","5","19","yes","no","Tibetan Terrier","Brown","no","Female","nearly_baby","Return_to_owner"
"Dog","30",1,"4",18,55,"7",23,"11","2014","lateday","8","38","no","yes","Miniature Pinscher","Tricolor","no","Female","baby","Adoption"
"Dog","180",1,"8",19,11,"7",1,"11","2015","lateday","6","22","yes","no","Labrador Retriever","Yellow","no","Male","baby","Adoption"
"Dog","365",0,"8",18,9,"5",26,"9","2014","lateday","3","13","yes","no","Dachshund","Tan","no","Female","baby","Adoption"
"Dog","180",1,"6",14,37,"3",22,"10","2014","midday","11","13","yes","no","Dachshund","Brown","yes","Female","baby","Transfer"
"Dog","330",1,"7",13,30,"6",14,"11","2015","midday","10","13","yes","no","Blue Lacy","Blue","no","Female","baby","Adoption"
"Dog","90",0,"8",16,58,"1",3,"3","2014","lateday","8","15","yes","no","Rat Terrier","Tricolor","no","Male","baby","Transfer"
"Dog","730",1,"6",12,34,"1",10,"2","2014","midday","5","18","no","no","Dachshund Longhair","Brown","no","Female","nearly_baby","Return_to_owner"
"Dog","730",1,"7",12,25,"6",27,"9","2014","midday","3","12","yes","no","Pit Bull","Red","no","Male","nearly_baby","Transfer"
"Dog","730",1,"6",11,32,"6",15,"8","2015","night","11","12","yes","no","Pit Bull","Brown","no","Male","nearly_baby","Adoption"
"Dog","120",0,"8",15,17,"1",11,"8","2014","midday","3","29","no","yes","Dachshund","Red","yes","Female","baby","Transfer"
"Dog","2555",1,"4",15,41,"3",29,"7","2015","midday","11","23","yes","no","Chihuahua Shorthair","Brown","no","Male","adult","Transfer"
"Dog","180",1,"6",17,8,"7",6,"12","2015","lateday","11","17","yes","no","Border Collie","Black","no","Male","baby","Adoption"
"Dog","150",1,"5",17,58,"6",8,"8","2015","lateday","11","22","yes","no","Labrador Retriever","Black","yes","Female","baby","Adoption"
"Dog","2920",1,"6",11,43,"3",13,"1","2016","night","5","7","no","no","Maltese","White","no","Female","adult","Return_to_owner"
"Dog","150",0,"8",18,30,"1",15,"2","2016","lateday","5","22","yes","no","Labrador Retriever","White","no","Female","baby","Return_to_owner"
"Dog","365",1,"5",11,54,"6",1,"8","2015","night","9","23","yes","no","Chihuahua Shorthair","White","no","Female","baby","Adoption"
"Dog","730",1,"6",16,25,"7",10,"8","2014","lateday","11","29","no","yes","Labrador Retriever","Black","no","Male","nearly_baby","Adoption"
"Dog","60",0,"8",9,31,"4",25,"6","2015","morning","8","28","no","yes","Dachshund","Tricolor","no","Male","baby","Adoption"
"Dog","30",1,"6",14,41,"1",20,"4","2015","midday","19","30","no","yes","Plott Hound","Black","no","Female","baby","Adoption"
"Dog","2555",1,"7",11,26,"1",25,"5","2015","night","9","31","no","yes","Chihuahua Shorthair","White","no","Female","adult","Return_to_owner"
"Dog","1460",1,"4",13,24,"1",9,"11","2015","midday","10","14","no","no","Siberian Husky","White","no","Male","adult","Return_to_owner"
"Dog","730",1,"7",0,0,"2",22,"12","2015","night","9","25","yes","no","Australian Cattle Dog","Tan","no","Female","nearly_baby","Transfer"
"Dog","365",1,"7",13,26,"6",14,"11","2015","midday","11","11","yes","no","Pointer","White","no","Female","baby","Return_to_owner"
"Dog","730",1,"5",17,5,"3",9,"12","2015","lateday","19","12","yes","no","Pit Bull","Brown","no","Male","nearly_baby","Return_to_owner"
"Dog","730",1,"4",17,39,"2",12,"5","2015","lateday","10","34","no","yes","Yorkshire Terrier","Tan","no","Female","nearly_baby","Adoption"
"Dog","1460",1,"4",12,50,"6",7,"3","2015","midday","5","19","yes","no","German Shepherd","White","no","Female","adult","Transfer"
"Dog","2190",1,"6",11,51,"3",13,"5","2015","night","9","28","no","yes","Catahoula","White","no","Female","adult","Transfer"
"Dog","270",0,"8",17,47,"5",15,"5","2015","lateday","11","20","yes","no","Miniature Poodle","Black","no","Female","baby","Adoption"
"Dog","1095",1,"9",14,33,"6",19,"9","2015","midday","3","29","no","yes","Jack Russell Terrier","Red","no","Female","adult","Adoption"
"Dog","300",1,"5",16,12,"4",1,"5","2014","lateday","14","35","no","yes","Queensland Heeler","Red","no","Female","baby","Adoption"
"Dog","365",1,"6",16,44,"2",27,"10","2015","lateday","10","13","yes","no","Catahoula","Blue","no","Male","baby","Adoption"
"Dog","365",1,"6",18,50,"5",3,"7","2015","lateday","11","22","yes","no","Labrador Retriever","Black","no","Male","baby","Adoption"
"Dog","90",1,"6",15,2,"4",24,"7","2014","midday","6","22","yes","no","Labrador Retriever","Yellow","no","Male","baby","Adoption"
"Dog","2190",1,"7",18,30,"2",19,"11","2013","lateday","13","23","yes","no","Chihuahua Shorthair","Chocolate","yes","Male","adult","Return_to_owner"
"Dog","730",1,"6",10,13,"4",10,"4","2014","morning","9","29","yes","no","American Pit Bull Terrier","Tan","no","Male","nearly_baby","Return_to_owner"
"Dog","1825",0,"8",18,48,"6",30,"11","2013","lateday","9","22","yes","no","Dachshund Longhair","Tan","no","Female","adult","Adoption"
"Dog","730",1,"8",12,50,"2",8,"4","2014","midday","5","19","yes","no","German Shepherd","Sable","no","Female","nearly_baby","Adoption"
"Dog","2190",1,"5",18,48,"6",18,"10","2014","lateday","11","22","yes","no","Labrador Retriever","Black","no","Male","adult","Adoption"
"Dog","240",1,"6",11,13,"6",1,"2","2014","night","8","19","yes","no","Doberman Pinsch","Tricolor","no","Female","baby","Return_to_owner"
"Dog","21",0,"8",17,46,"3",22,"10","2014","lateday","15","11","yes","no","Pointer","Chocolate","yes","Female","baby","Transfer"
"Dog","150",1,"4",16,7,"4",13,"11","2014","lateday","11","30","no","yes","Dachshund","White","no","Male","baby","Adoption"
"Dog","730",0,"8",19,15,"3",14,"5","2014","lateday","11","36","no","yes","Miniature Poodle","Black","no","Male","nearly_baby","Adoption"
"Dog","730",1,"5",9,38,"2",30,"12","2014","morning","19","11","yes","no","Whippet","Brown","no","Female","nearly_baby","Adoption"
"Dog","730",1,"4",14,6,"5",27,"11","2015","midday","17","23","yes","no","Australian Shepherd","Brown","yes","Male","nearly_baby","Return_to_owner"
"Dog","730",0,"8",14,23,"1",11,"1","2016","midday","9","22","yes","no","Labrador Retriever","Tan","no","Female","nearly_baby","Adoption"
"Dog","365",1,"4",13,14,"4",28,"5","2015","midday","17","12","yes","no","Pit Bull","Brown","no","Female","baby","Transfer"
"Dog","1460",1,"5",15,29,"2",8,"4","2014","midday","11","23","yes","no","Chihuahua Shorthair","White","no","Male","adult","Transfer"
"Dog","365",1,"4",15,58,"2",2,"2","2016","midday","11","15","yes","no","Rat Terrier","White","no","Female","baby","Transfer"
"Dog","60",1,"3",16,54,"5",30,"5","2014","lateday","11","19","yes","no","English Pointer","Brown","no","Female","baby","Adoption"
"Dog","365",1,"4",17,51,"1",4,"11","2013","lateday","11","37","no","yes","Miniature Schnauzer","Black","no","Female","baby","Adoption"
"Dog","1095",0,"8",17,26,"2",15,"7","2014","lateday","4","17","yes","no","Cairn Terrier","Buff","no","Female","adult","Adoption"
"Dog","3285",1,"8",18,40,"1",20,"1","2014","lateday","5","27","no","yes","Labrador Retriever","Black","no","Male","adult","Euthanasia"
"Dog","1825",0,"8",14,10,"1",2,"12","2013","midday","11","10","no","no","Great Dane","Black","no","Female","adult","Transfer"
"Dog","730",1,"5",18,11,"7",29,"11","2015","lateday","11","23","yes","no","Chihuahua Shorthair","Black","yes","Male","nearly_baby","Return_to_owner"
"Dog","730",1,"4",11,4,"5",1,"5","2015","night","5","14","no","no","Chesa Bay Retr","Brown","no","Male","nearly_baby","Return_to_owner"
"Dog","2555",1,"4",16,40,"2",3,"11","2015","lateday","11","15","no","no","German Shepherd","Brown","no","Male","adult","Return_to_owner"
"Dog","365",1,"5",18,38,"7",10,"5","2015","lateday","9","23","yes","no","Chihuahua Shorthair","Tan","no","Female","baby","Return_to_owner"
"Dog","2190",1,"5",14,41,"6",8,"11","2014","midday","13","15","yes","no","Plott Hound","Brown","no","Female","adult","Return_to_owner"
"Dog","730",1,"4",15,25,"3",24,"6","2015","midday","11","23","yes","no","Chihuahua Shorthair","Brown","no","Female","nearly_baby","Adoption"
"Dog","1095",1,"5",18,45,"4",19,"11","2015","lateday","3","13","yes","no","Chow Chow","Red","no","Male","adult","Adoption"
"Dog","2555",0,"8",17,58,"7",1,"12","2013","lateday","11","15","no","no","English Pointer","Liver","no","Female","adult","Adoption"
"Dog","730",1,"4",19,21,"6",9,"11","2013","lateday","11","12","yes","no","Pit Bull","Brown","no","Female","nearly_baby","Return_to_owner"
"Dog","150",1,"7",0,0,"3",5,"8","2015","night","11","9","yes","no","Boxer","Black","yes","Female","baby","Return_to_owner"
"Dog","1460",1,"5",11,56,"2",2,"6","2015","night","11","31","no","yes","Basset Hound","Black","no","Male","adult","Transfer"
"Dog","730",1,"7",17,13,"4",6,"3","2014","lateday","4","22","yes","no","Labrador Retriever","Buff","no","Male","nearly_baby","Return_to_owner"
"Dog","2555",1,"12",0,0,"7",7,"2","2016","night","8","20","yes","no","Airedale Terrier","Tricolor","no","Female","adult","Transfer"
"Dog","365",1,"5",12,46,"7",6,"7","2014","midday","5","28","no","yes","Labrador Retriever","Brown","no","Male","baby","Adoption"
"Dog","30",1,"6",13,33,"6",31,"1","2015","midday","11","22","no","yes","Beagle","Black","no","Male","baby","Adoption"
"Dog","1460",1,"5",13,48,"3",16,"7","2014","midday","9","31","no","yes","Chihuahua Shorthair","Tan","no","Female","adult","Transfer"
"Dog","365",1,"9",12,58,"6",19,"10","2013","midday","11","12","yes","no","Pit Bull","Black","no","Female","baby","Adoption"
"Dog","730",1,"6",18,49,"7",2,"8","2015","lateday","11","23","yes","no","Flat Coat Retriever","Black","no","Female","nearly_baby","Adoption"
"Dog","3650",1,"6",15,25,"4",28,"5","2015","midday","4","14","no","no","Cocker Spaniel","Buff","no","Female","adult","Transfer"
"Dog","3650",1,"7",18,1,"6",11,"4","2015","lateday","3","23","yes","no","Chihuahua Shorthair","Tan","no","Female","adult","Adoption"
"Dog","2555",1,"6",11,9,"1",21,"7","2014","night","11","15","yes","no","Rat Terrier","White","no","Female","adult","Return_to_owner"
"Dog","365",0,"8",17,12,"1",25,"8","2014","lateday","9","34","no","yes","Border Terrier","Tan","no","Male","baby","Adoption"
"Dog","1825",1,"4",13,48,"4",17,"9","2015","midday","19","12","yes","no","Pit Bull","Brown","no","Male","adult","Transfer"
"Dog","2190",1,"4",17,50,"1",23,"3","2015","lateday","10","23","yes","no","Chihuahua Shorthair","Black","no","Female","adult","Return_to_owner"
"Dog","2555",0,"8",18,6,"4",17,"7","2014","lateday","9","12","yes","no","Pit Bull","Tan","no","Female","adult","Euthanasia"
"Dog","365",1,"4",17,43,"3",2,"10","2013","lateday","5","22","yes","no","Chihuahua Longhair","Black","no","Male","baby","Adoption"
"Dog","365",1,"6",12,48,"4",10,"7","2014","midday","11","30","no","yes","Jack Russell Terrier","White","no","Male","baby","Adoption"
"Dog","1825",1,"5",14,24,"3",3,"12","2014","midday","11","15","no","no","German Shepherd","Black","no","Male","adult","Return_to_owner"
"Dog","730",1,"4",11,12,"1",11,"8","2014","night","9","14","yes","no","Rottweiler","Black","no","Female","nearly_baby","Return_to_owner"
"Dog","300",1,"6",17,4,"2",18,"3","2014","lateday","11","18","yes","no","Siberian Husky","White","no","Male","baby","Adoption"
"Dog","270",1,"6",18,59,"5",14,"2","2014","lateday","10","41","no","yes","Cardigan Welsh Corgi","Fawn","no","Male","baby","Adoption"
"Dog","240",0,"8",21,16,"6",20,"2","2016","night","15","23","yes","no","Chihuahua Shorthair","Chocolate","no","Female","baby","Adoption"
"Dog","365",0,"8",14,43,"4",30,"4","2015","midday","5","17","yes","no","Cairn Terrier","Cream","yes","Male","baby","Transfer"
"Dog","5110",1,"4",15,37,"1",6,"4","2015","midday","15","23","yes","no","Chihuahua Shorthair","Chocolate","yes","Male","adult","Return_to_owner"
"Dog","2555",1,"3",10,48,"7",16,"3","2014","morning","9","22","yes","no","Labrador Retriever","Chocolate","no","Male","adult","Return_to_owner"
"Dog","730",1,"6",11,36,"7",10,"1","2016","night","10","8","no","no","Shih Tzu","Gray","no","Male","nearly_baby","Adoption"
"Dog","180",1,"6",0,0,"4",5,"11","2015","night","13","15","yes","no","Plott Hound","Brown","no","Female","baby","Transfer"
"Dog","330",1,"5",15,18,"1",13,"1","2014","midday","9","23","yes","no","Australian Shepherd","Tan","no","Male","baby","Adoption"
"Dog","1095",1,"5",14,28,"4",5,"2","2015","midday","9","23","yes","no","Chihuahua Shorthair","Tan","no","Male","adult","Adoption"
"Dog","365",1,"5",15,11,"7",27,"4","2014","midday","11","32","no","yes","Labrador Retriever","Black","no","Male","baby","Adoption"
"Dog","1460",1,"7",19,25,"6",28,"3","2015","lateday","11","23","yes","no","Chihuahua Shorthair","White","no","Male","adult","Euthanasia"
"Dog","60",1,"10",14,47,"7",9,"11","2014","midday","11","25","yes","no","Australian Cattle Dog","Brown","no","Female","baby","Adoption"
"Dog","730",0,"8",17,10,"5",21,"3","2014","lateday","9","29","no","yes","Labrador Retriever","Tan","yes","Male","nearly_baby","Euthanasia"
"Dog","2190",1,"6",17,50,"4",17,"7","2014","lateday","5","13","yes","no","Dachshund","Brown","no","Male","adult","Return_to_owner"
"Dog","330",1,"5",13,17,"7",2,"8","2015","midday","19","9","yes","no","Boxer","Brown","no","Female","baby","Transfer"
"Dog","365",0,"8",16,26,"4",8,"10","2015","lateday","9","22","yes","no","Labrador Retriever","Tan","no","Female","baby","Transfer"
"Dog","1460",0,"8",16,0,"6",23,"11","2013","lateday","13","25","no","yes","Shih Tzu","Apricot","no","Male","adult","Transfer"
"Dog","730",0,"8",0,0,"1",23,"11","2015","night","3","12","yes","no","Pit Bull","Red","no","Male","nearly_baby","Transfer"
"Dog","60",0,"8",17,7,"1",25,"11","2013","lateday","15","25","yes","no","Australian Cattle Dog","Red","no","Female","baby","Adoption"
"Dog","730",1,"3",17,25,"7",10,"8","2014","lateday","11","23","yes","no","Chihuahua Shorthair","Brown","no","Male","nearly_baby","Adoption"
"Dog","60",0,"8",17,15,"5",7,"11","2014","lateday","11","25","yes","no","Australian Cattle Dog","White","yes","Male","baby","Transfer"
"Dog","1460",1,"7",7,1,"2",30,"6","2015","morning","5","19","yes","no","German Shepherd","Brown","no","Male","adult","Adoption"
"Dog","730",1,"7",13,47,"7",22,"11","2015","midday","15","11","yes","no","Pointer","Chocolate","no","Female","nearly_baby","Adoption"
"Dog","730",0,"8",19,30,"5",9,"5","2014","lateday","10","20","yes","no","Miniature Poodle","Black","no","Female","nearly_baby","Transfer"
"Dog","3650",1,"6",10,39,"1",1,"9","2014","morning","5","23","no","yes","Collie Smooth","Sable","no","Female","adult","Return_to_owner"
"Dog","180",1,"7",17,30,"6",21,"2","2015","lateday","5","18","yes","no","Cocker Spaniel","Sable","no","Male","baby","Adoption"
"Dog","2920",1,"7",18,34,"6",25,"1","2014","lateday","8","23","yes","no","Chihuahua Shorthair","Tricolor","no","Male","adult","Return_to_owner"
"Dog","180",0,"8",12,36,"4",12,"11","2015","midday","4","22","yes","no","Labrador Retriever","Buff","no","Male","baby","Adoption"
"Dog","365",1,"6",18,45,"3",1,"1","2014","lateday","9","29","no","yes","Rottweiler","Black","no","Female","baby","Adoption"
"Dog","365",1,"5",17,38,"1",16,"3","2015","lateday","11","23","yes","no","Chihuahua Shorthair","Brown","no","Female","baby","Adoption"
"Dog","60",1,"4",18,5,"1",19,"5","2014","lateday","8","9","yes","no","Boxer","Tricolor","no","Male","baby","Adoption"
"Dog","730",0,"8",18,9,"6",25,"1","2014","lateday","3","23","yes","no","Chihuahua Shorthair","Tan","no","Female","nearly_baby","Adoption"
"Dog","1460",0,"8",14,58,"2",23,"12","2014","midday","11","15","yes","no","Rat Terrier","Black","no","Female","adult","Transfer"
"Dog","120",1,"8",18,27,"3",12,"11","2014","lateday","9","30","no","yes","German Shepherd","Red","no","Male","baby","Adoption"
"Dog","2190",1,"5",15,30,"6",30,"5","2015","midday","16","9","no","no","Dachshund","Blue","yes","Male","adult","Transfer"
"Dog","60",1,"8",17,42,"6",11,"1","2014","lateday","11","32","no","yes","Border Collie","Black","no","Female","baby","Adoption"
"Dog","730",1,"9",14,5,"1",12,"5","2014","midday","4","12","yes","no","Pit Bull","Fawn","yes","Female","nearly_baby","Return_to_owner"
"Dog","120",0,"8",15,30,"5",4,"4","2014","midday","8","32","no","yes","Collie Smooth","Tricolor","no","Male","baby","Adoption"
"Dog","1825",1,"4",12,1,"7",14,"6","2015","midday","13","26","no","yes","Plott Hound","Brown","no","Male","adult","Adoption"
"Dog","730",1,"5",14,6,"4",23,"1","2014","midday","10","12","yes","no","Pit Bull","Fawn","no","Female","nearly_baby","Return_to_owner"
"Dog","300",0,"8",18,1,"7",15,"11","2015","lateday","9","23","yes","no","Chihuahua Shorthair","Tan","no","Female","baby","Adoption"
"Dog","730",0,"8",13,27,"2",17,"6","2014","midday","11","26","no","yes","Pointer","Black","no","Male","nearly_baby","Transfer"
