"ID","Adoption","Died","Euthanasia","Return_to_owner","Transfer"
69,0.5,0.0,0.0,0.5,0.0
70,0.0,0.0,0.0,0.0,1.0
71,0.1,0.0,0.1,0.0,0.8
72,0.9,0.0,0.0,0.1,0.0
73,0.0,0.0,0.1,0.0,0.9
74,0.4,0.0,0.0,0.3,0.3
75,0.0,0.0,0.0,0.0,1.0
76,0.6,0.1,0.0,0.0,0.3
77,0.9,0.0,0.0,0.0,0.1
78,0.0,0.0,0.0,0.0,1.0
79,0.7,0.0,0.0,0.2,0.1
80,1.0,0.0,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0,1.0
82,0.0,0.0,0.0,0.0,1.0
83,1.0,0.0,0.0,0.0,0.0
84,0.0,0.0,0.1,0.0,0.9
85,0.4,0.0,0.0,0.5,0.1
86,0.0,0.0,0.0,0.0,1.0
87,0.2,0.0,0.2,0.5,0.1
88,0.8,0.0,0.0,0.1,0.1
89,0.0,0.0,0.0,0.0,1.0
90,0.6,0.0,0.0,0.1,0.3
91,0.1,0.0,0.2,0.0,0.7
92,0.0,0.0,0.0,0.0,1.0
93,0.7,0.0,0.0,0.0,0.3
94,0.7,0.0,0.0,0.2,0.1
95,0.1,0.0,0.2,0.0,0.7
96,0.8,0.0,0.0,0.2,0.0
97,0.5,0.0,0.0,0.5,0.0
98,0.0,0.0,0.0,0.0,1.0
99,0.4,0.0,0.0,0.0,0.6
100,0.7,0.0,0.0,0.2,0.1
101,0.8,0.0,0.0,0.0,0.2
102,1.0,0.0,0.0,0.0,0.0
103,0.6,0.0,0.0,0.2,0.2
104,0.5,0.0,0.2,0.2,0.1
105,0.2,0.0,0.0,0.0,0.8
106,0.8,0.0,0.1,0.0,0.1
107,0.6,0.0,0.0,0.3,0.1
108,0.2,0.0,0.3,0.4,0.1
109,0.9,0.0,0.0,0.0,0.1
110,0.3,0.0,0.0,0.3,0.4
111,0.7,0.0,0.0,0.2,0.1
112,0.6,0.0,0.0,0.2,0.2
113,0.5,0.0,0.0,0.4,0.1
114,0.1,0.0,0.0,0.7,0.2
115,0.0,0.0,0.0,0.0,1.0
116,1.0,0.0,0.0,0.0,0.0
117,0.7,0.0,0.0,0.2,0.1
118,0.1,0.0,0.0,0.5,0.4
119,0.0,0.0,0.1,0.7,0.2
120,0.3,0.0,0.1,0.0,0.6
121,0.9,0.0,0.0,0.0,0.1
122,0.7,0.0,0.0,0.1,0.2
123,1.0,0.0,0.0,0.0,0.0
124,0.0,0.0,0.0,0.0,1.0
125,0.2,0.1,0.0,0.0,0.7
126,0.8,0.0,0.0,0.0,0.2
127,0.1,0.0,0.0,0.0,0.9
128,0.9,0.0,0.0,0.0,0.1
129,1.0,0.0,0.0,0.0,0.0
130,0.9,0.0,0.0,0.0,0.1
131,0.6,0.0,0.0,0.4,0.0
132,1.0,0.0,0.0,0.0,0.0
133,0.7,0.0,0.0,0.0,0.3
134,0.5,0.0,0.0,0.2,0.3
135,0.6,0.0,0.1,0.0,0.3
136,0.2,0.0,0.0,0.8,0.0
137,0.4,0.0,0.2,0.1,0.3
138,0.0,0.0,0.0,0.0,1.0
139,0.6,0.0,0.0,0.4,0.0
140,0.4,0.0,0.0,0.1,0.5
141,0.8,0.0,0.0,0.1,0.1
142,0.2,0.0,0.0,0.0,0.8
143,0.4,0.0,0.0,0.3,0.3
144,0.4,0.0,0.0,0.5,0.1
145,0.9,0.0,0.1,0.0,0.0
146,0.4,0.0,0.0,0.5,0.1
147,0.3,0.0,0.2,0.2,0.3
148,0.2,0.0,0.0,0.6,0.2
149,0.0,0.0,0.0,0.0,1.0
150,0.1,0.0,0.0,0.0,0.9
151,0.1,0.0,0.4,0.0,0.5
152,0.0,0.0,0.5,0.0,0.5
153,0.7,0.0,0.0,0.1,0.2
154,0.2,0.0,0.1,0.3,0.4
155,0.7,0.0,0.0,0.0,0.3
156,1.0,0.0,0.0,0.0,0.0
157,0.4,0.0,0.0,0.6,0.0
158,0.0,0.0,0.0,0.0,1.0
159,0.4,0.0,0.0,0.1,0.5
160,1.0,0.0,0.0,0.0,0.0
161,0.8,0.0,0.0,0.0,0.2
162,0.4,0.0,0.0,0.1,0.5
163,0.1,0.0,0.0,0.0,0.9
164,1.0,0.0,0.0,0.0,0.0
165,0.5,0.0,0.0,0.4,0.1
166,0.9,0.0,0.0,0.0,0.1
167,0.8,0.0,0.0,0.1,0.1
168,0.8,0.0,0.0,0.1,0.1
169,0.5,0.0,0.0,0.5,0.0
170,0.7,0.0,0.0,0.0,0.3
171,0.0,0.0,0.2,0.0,0.8
172,0.9,0.0,0.0,0.0,0.1
173,0.3,0.0,0.1,0.5,0.1
174,0.1,0.0,0.0,0.8,0.1
175,0.6,0.0,0.0,0.4,0.0
176,0.7,0.0,0.0,0.0,0.3
177,0.2,0.0,0.0,0.5,0.3
178,0.5,0.0,0.0,0.4,0.1
179,0.9,0.0,0.0,0.0,0.1
180,0.3,0.0,0.1,0.0,0.6
181,0.0,0.0,0.0,0.0,1.0
182,0.9,0.0,0.0,0.0,0.1
183,0.6,0.0,0.0,0.1,0.3
184,0.1,0.0,0.2,0.1,0.6
185,0.9,0.0,0.0,0.1,0.0
186,0.4,0.0,0.0,0.5,0.1
187,0.0,0.0,0.0,0.0,1.0
188,0.5,0.0,0.0,0.3,0.2
189,0.7,0.0,0.0,0.0,0.3
190,0.9,0.0,0.0,0.0,0.1
191,0.5,0.1,0.0,0.4,0.0
192,0.6,0.0,0.0,0.2,0.2
193,0.4,0.0,0.0,0.4,0.2
194,0.7,0.0,0.0,0.0,0.3
195,1.0,0.0,0.0,0.0,0.0
196,0.4,0.0,0.0,0.0,0.6
197,0.8,0.0,0.0,0.2,0.0
198,0.9,0.0,0.0,0.1,0.0
199,0.5,0.0,0.0,0.2,0.3
200,0.8,0.0,0.0,0.0,0.2
201,0.0,0.0,0.0,0.0,1.0
202,0.0,0.0,0.0,0.1,0.9
203,0.9,0.0,0.0,0.1,0.0
204,0.8,0.0,0.0,0.0,0.2
205,0.0,0.0,0.2,0.5,0.3
206,0.6,0.0,0.0,0.0,0.4
207,0.6,0.0,0.0,0.3,0.1
208,0.2,0.0,0.3,0.3,0.2
209,0.2,0.0,0.0,0.6,0.2
210,0.6,0.0,0.0,0.3,0.1
211,0.0,0.0,0.0,0.0,1.0
212,0.2,0.0,0.0,0.8,0.0
213,0.5,0.0,0.0,0.5,0.0
214,0.9,0.0,0.0,0.0,0.1
215,0.0,0.0,0.0,0.0,1.0
216,0.4,0.0,0.0,0.1,0.5
217,1.0,0.0,0.0,0.0,0.0
218,0.1,0.0,0.0,0.0,0.9
219,0.6,0.0,0.0,0.1,0.3
220,0.3,0.0,0.0,0.6,0.1
221,0.2,0.0,0.0,0.2,0.6
222,0.0,0.0,0.0,0.0,1.0
223,0.2,0.0,0.0,0.0,0.8
224,1.0,0.0,0.0,0.0,0.0
225,0.0,0.0,0.3,0.4,0.3
226,0.6,0.0,0.0,0.2,0.2
227,0.0,0.0,0.0,0.0,1.0
228,0.2,0.0,0.1,0.0,0.7
229,0.9,0.0,0.0,0.1,0.0
230,0.0,0.1,0.0,0.0,0.9
231,1.0,0.0,0.0,0.0,0.0
232,0.9,0.0,0.0,0.0,0.1
233,0.1,0.0,0.0,0.0,0.9
234,0.1,0.0,0.3,0.5,0.1
235,0.4,0.0,0.0,0.5,0.1
236,1.0,0.0,0.0,0.0,0.0
237,0.6,0.0,0.0,0.4,0.0
238,0.2,0.0,0.0,0.0,0.8
239,0.9,0.0,0.0,0.1,0.0
240,0.8,0.0,0.0,0.1,0.1
241,1.0,0.0,0.0,0.0,0.0
242,0.3,0.0,0.0,0.4,0.3
243,1.0,0.0,0.0,0.0,0.0
244,0.7,0.0,0.0,0.1,0.2
245,0.4,0.0,0.0,0.4,0.2
246,0.5,0.0,0.0,0.5,0.0
247,0.4,0.0,0.0,0.1,0.5
248,0.4,0.0,0.0,0.1,0.5
249,0.4,0.0,0.0,0.4,0.2
250,0.9,0.0,0.0,0.0,0.1
251,0.2,0.0,0.0,0.5,0.3
252,0.2,0.0,0.0,0.6,0.2
253,0.0,0.0,0.0,0.0,1.0
254,0.2,0.0,0.0,0.7,0.1
255,0.0,0.0,0.0,0.0,1.0
256,0.3,0.0,0.1,0.4,0.2
257,0.2,0.0,0.0,0.0,0.8
258,0.4,0.0,0.0,0.1,0.5
259,0.1,0.0,0.0,0.6,0.3
260,0.9,0.0,0.0,0.0,0.1
261,0.8,0.0,0.0,0.0,0.2
262,0.8,0.0,0.0,0.0,0.2
263,0.9,0.0,0.0,0.1,0.0
264,0.2,0.0,0.0,0.6,0.2
265,0.5,0.0,0.0,0.3,0.2
266,0.5,0.0,0.1,0.0,0.4
267,0.1,0.0,0.0,0.0,0.9
268,0.0,0.0,0.1,0.1,0.8
269,0.0,0.0,0.0,0.0,1.0
270,1.0,0.0,0.0,0.0,0.0
271,0.0,0.1,0.1,0.0,0.8
272,0.0,0.0,0.3,0.1,0.6
273,0.4,0.0,0.1,0.4,0.1
274,0.3,0.0,0.0,0.1,0.6
275,0.4,0.0,0.3,0.0,0.3
276,0.0,0.0,0.0,0.0,1.0
277,0.0,0.0,0.0,0.0,1.0
278,0.2,0.1,0.1,0.1,0.5
279,0.6,0.0,0.0,0.0,0.4
280,0.3,0.0,0.0,0.1,0.6
281,0.4,0.0,0.0,0.3,0.3
282,0.3,0.0,0.0,0.5,0.2
283,0.1,0.0,0.0,0.0,0.9
284,1.0,0.0,0.0,0.0,0.0
285,0.4,0.0,0.0,0.5,0.1
286,0.5,0.0,0.0,0.2,0.3
287,0.0,0.0,0.0,0.0,1.0
288,0.0,0.0,0.0,0.0,1.0
289,0.4,0.0,0.0,0.3,0.3
290,0.3,0.0,0.0,0.6,0.1
291,0.9,0.0,0.0,0.0,0.1
292,1.0,0.0,0.0,0.0,0.0
293,0.8,0.0,0.0,0.0,0.2
294,0.0,0.0,0.2,0.3,0.5
295,0.2,0.0,0.1,0.7,0.0
296,0.1,0.0,0.1,0.0,0.8
297,0.5,0.0,0.0,0.5,0.0
298,0.0,0.0,0.4,0.2,0.4
299,0.9,0.0,0.0,0.0,0.1
300,0.2,0.1,0.0,0.2,0.5
301,0.4,0.0,0.0,0.5,0.1
302,1.0,0.0,0.0,0.0,0.0
303,1.0,0.0,0.0,0.0,0.0
304,0.4,0.0,0.0,0.2,0.4
305,0.0,0.0,0.5,0.0,0.5
306,0.2,0.0,0.1,0.7,0.0
307,1.0,0.0,0.0,0.0,0.0
308,0.3,0.0,0.0,0.1,0.6
309,0.9,0.0,0.0,0.0,0.1
310,0.1,0.0,0.0,0.0,0.9
311,0.3,0.0,0.0,0.5,0.2
312,1.0,0.0,0.0,0.0,0.0
313,0.0,0.0,0.0,0.0,1.0
314,0.5,0.0,0.0,0.5,0.0
315,0.1,0.0,0.0,0.0,0.9
316,0.7,0.0,0.0,0.3,0.0
317,0.6,0.0,0.0,0.4,0.0
318,1.0,0.0,0.0,0.0,0.0
319,0.0,0.0,0.0,0.1,0.9
320,0.5,0.0,0.0,0.5,0.0
321,1.0,0.0,0.0,0.0,0.0
322,0.0,0.0,0.0,0.0,1.0
323,0.0,0.0,0.0,0.0,1.0
324,0.9,0.0,0.0,0.0,0.1
325,0.9,0.0,0.0,0.1,0.0
326,1.0,0.0,0.0,0.0,0.0
327,0.8,0.0,0.0,0.0,0.2
328,0.3,0.0,0.0,0.5,0.2
329,0.9,0.0,0.0,0.1,0.0
330,0.1,0.0,0.0,0.5,0.4
331,0.1,0.0,0.1,0.5,0.3
332,0.0,0.0,0.0,0.0,1.0
333,1.0,0.0,0.0,0.0,0.0
334,0.9,0.0,0.0,0.0,0.1
335,0.1,0.0,0.0,0.0,0.9
336,0.9,0.0,0.0,0.1,0.0
337,0.0,0.0,0.8,0.1,0.1
338,0.6,0.0,0.0,0.2,0.2
339,0.2,0.0,0.0,0.2,0.6
340,0.6,0.0,0.0,0.4,0.0
341,0.4,0.0,0.0,0.0,0.6
342,0.9,0.0,0.0,0.0,0.1
343,0.0,0.0,0.4,0.0,0.6
344,0.7,0.0,0.0,0.2,0.1
345,0.9,0.0,0.0,0.0,0.1
346,0.5,0.0,0.0,0.3,0.2
347,0.3,0.0,0.0,0.7,0.0
348,0.2,0.1,0.0,0.0,0.7
349,0.1,0.0,0.0,0.8,0.1
350,0.6,0.0,0.0,0.3,0.1
351,0.8,0.0,0.0,0.1,0.1
352,0.0,0.0,0.0,0.0,1.0
353,0.7,0.0,0.0,0.3,0.0
354,0.6,0.0,0.0,0.0,0.4
355,0.8,0.0,0.0,0.1,0.1
356,0.0,0.1,0.2,0.0,0.7
357,0.9,0.0,0.0,0.0,0.1
358,0.9,0.0,0.0,0.0,0.1
359,0.4,0.0,0.2,0.0,0.4
360,0.7,0.0,0.1,0.0,0.2
361,0.5,0.0,0.0,0.0,0.5
362,0.1,0.0,0.3,0.3,0.3
363,0.1,0.0,0.1,0.7,0.1
364,0.7,0.0,0.0,0.0,0.3
365,0.6,0.0,0.0,0.0,0.4
366,0.0,0.0,0.3,0.0,0.7
367,1.0,0.0,0.0,0.0,0.0
368,0.2,0.0,0.2,0.0,0.6
369,0.0,0.0,0.0,0.0,1.0
370,0.7,0.0,0.0,0.0,0.3
371,0.5,0.0,0.0,0.1,0.4
372,0.9,0.0,0.0,0.0,0.1
373,0.9,0.0,0.1,0.0,0.0
374,0.4,0.0,0.0,0.5,0.1
375,0.0,0.0,0.1,0.0,0.9
376,0.2,0.0,0.0,0.8,0.0
377,0.6,0.0,0.2,0.1,0.1
378,1.0,0.0,0.0,0.0,0.0
379,0.5,0.0,0.0,0.0,0.5
380,0.1,0.0,0.2,0.0,0.7
381,1.0,0.0,0.0,0.0,0.0
382,0.0,0.0,0.0,0.0,1.0
383,0.0,0.0,0.1,0.0,0.9
384,0.0,0.0,0.2,0.0,0.8
385,0.4,0.0,0.0,0.4,0.2
386,0.1,0.0,0.0,0.4,0.5
387,0.0,0.0,0.0,0.0,1.0
388,0.9,0.0,0.0,0.1,0.0
389,1.0,0.0,0.0,0.0,0.0
390,1.0,0.0,0.0,0.0,0.0
391,0.0,0.0,0.1,0.6,0.3
392,0.0,0.0,0.0,0.0,1.0
393,1.0,0.0,0.0,0.0,0.0
394,0.2,0.0,0.0,0.0,0.8
395,0.3,0.0,0.1,0.4,0.2
396,0.3,0.0,0.0,0.6,0.1
397,0.3,0.0,0.2,0.2,0.3
398,0.8,0.0,0.0,0.0,0.2
399,0.9,0.0,0.0,0.0,0.1
400,0.6,0.0,0.0,0.0,0.4
401,0.8,0.0,0.0,0.0,0.2
402,0.7,0.0,0.0,0.0,0.3
403,0.7,0.0,0.0,0.3,0.0
404,0.0,0.0,0.0,0.0,1.0
405,0.3,0.0,0.1,0.0,0.6
406,0.4,0.0,0.1,0.4,0.1
407,0.7,0.0,0.0,0.0,0.3
408,0.1,0.0,0.1,0.3,0.5
409,0.9,0.0,0.0,0.0,0.1
410,0.0,0.0,0.0,0.0,1.0
411,0.3,0.0,0.3,0.2,0.2
412,0.9,0.0,0.0,0.0,0.1
413,0.7,0.0,0.0,0.1,0.2
414,1.0,0.0,0.0,0.0,0.0
415,0.3,0.0,0.1,0.5,0.1
416,0.9,0.0,0.1,0.0,0.0
417,0.6,0.0,0.0,0.3,0.1
418,0.3,0.0,0.0,0.3,0.4
419,0.7,0.0,0.1,0.0,0.2
420,0.8,0.0,0.0,0.0,0.2
421,0.8,0.0,0.0,0.0,0.2
422,0.0,0.0,0.0,0.0,1.0
423,0.0,0.0,0.3,0.0,0.7
424,1.0,0.0,0.0,0.0,0.0
425,0.3,0.0,0.0,0.4,0.3
426,0.1,0.1,0.1,0.0,0.7
427,0.8,0.0,0.0,0.0,0.2
428,0.1,0.0,0.2,0.0,0.7
429,0.2,0.0,0.0,0.0,0.8
430,0.0,0.1,0.0,0.0,0.9
431,0.9,0.0,0.0,0.0,0.1
432,0.4,0.0,0.0,0.1,0.5
433,1.0,0.0,0.0,0.0,0.0
434,0.5,0.0,0.0,0.5,0.0
435,0.0,0.0,0.3,0.0,0.7
436,0.0,0.0,0.0,0.0,1.0
437,0.8,0.0,0.0,0.0,0.2
438,0.2,0.0,0.0,0.7,0.1
439,0.0,0.0,0.0,0.0,1.0
440,0.8,0.0,0.0,0.0,0.2
441,0.2,0.0,0.1,0.0,0.7
442,0.7,0.0,0.0,0.3,0.0
443,1.0,0.0,0.0,0.0,0.0
444,0.7,0.0,0.0,0.3,0.0
445,0.7,0.0,0.0,0.3,0.0
446,0.7,0.0,0.0,0.2,0.1
447,0.5,0.0,0.0,0.2,0.3
448,0.1,0.1,0.0,0.0,0.8
449,0.7,0.1,0.0,0.0,0.2
450,0.2,0.0,0.0,0.1,0.7
451,0.0,0.0,0.0,0.0,1.0
452,0.0,0.0,0.1,0.5,0.4
453,0.7,0.0,0.0,0.3,0.0
454,0.0,0.0,0.1,0.0,0.9
455,0.6,0.0,0.0,0.3,0.1
456,0.5,0.0,0.0,0.2,0.3
457,1.0,0.0,0.0,0.0,0.0
458,0.0,0.0,0.3,0.4,0.3
459,1.0,0.0,0.0,0.0,0.0
460,0.0,0.0,0.0,0.0,1.0
461,0.9,0.0,0.0,0.1,0.0
462,0.1,0.0,0.0,0.6,0.3
463,0.0,0.0,0.0,0.0,1.0
464,0.4,0.0,0.1,0.4,0.1
465,0.5,0.0,0.0,0.5,0.0
466,0.7,0.0,0.0,0.1,0.2
467,0.1,0.0,0.5,0.1,0.3
468,0.8,0.0,0.0,0.1,0.1
469,0.7,0.0,0.0,0.1,0.2
470,0.2,0.0,0.0,0.1,0.7
471,0.0,0.0,0.1,0.0,0.9
472,0.0,0.0,0.4,0.0,0.6
473,0.8,0.0,0.1,0.0,0.1
474,0.3,0.0,0.1,0.5,0.1
475,0.9,0.0,0.0,0.1,0.0
476,1.0,0.0,0.0,0.0,0.0
477,0.0,0.0,0.1,0.0,0.9
478,0.7,0.0,0.2,0.0,0.1
479,0.0,0.0,0.0,0.0,1.0
480,0.9,0.0,0.0,0.0,0.1
481,0.1,0.0,0.0,0.4,0.5
482,0.4,0.0,0.0,0.4,0.2
483,0.2,0.0,0.0,0.8,0.0
484,0.1,0.0,0.0,0.0,0.9
485,0.7,0.0,0.1,0.0,0.2
486,0.2,0.0,0.1,0.6,0.1
487,1.0,0.0,0.0,0.0,0.0
488,0.8,0.0,0.0,0.1,0.1
489,0.2,0.0,0.2,0.0,0.6
490,0.0,0.0,0.0,0.0,1.0
491,0.0,0.0,0.0,0.0,1.0
492,0.1,0.0,0.0,0.3,0.6
493,0.5,0.0,0.1,0.4,0.0
494,0.8,0.0,0.0,0.2,0.0
495,0.1,0.0,0.0,0.0,0.9
496,0.2,0.0,0.0,0.2,0.6
497,0.4,0.0,0.0,0.1,0.5
498,0.7,0.0,0.1,0.1,0.1
499,0.9,0.0,0.0,0.0,0.1
500,0.3,0.0,0.2,0.5,0.0
501,0.5,0.0,0.0,0.0,0.5
502,0.1,0.0,0.0,0.8,0.1
503,0.5,0.0,0.0,0.1,0.4
504,0.9,0.0,0.0,0.0,0.1
505,0.5,0.0,0.0,0.4,0.1
506,0.4,0.0,0.0,0.3,0.3
507,0.2,0.0,0.1,0.5,0.2
508,0.3,0.0,0.0,0.4,0.3
509,0.6,0.0,0.0,0.3,0.1
510,0.9,0.0,0.0,0.0,0.1
511,0.7,0.0,0.0,0.1,0.2
512,0.2,0.0,0.1,0.7,0.0
513,0.6,0.0,0.0,0.2,0.2
514,0.5,0.0,0.0,0.0,0.5
515,0.3,0.0,0.0,0.7,0.0
516,0.4,0.0,0.0,0.2,0.4
517,0.3,0.0,0.1,0.1,0.5
518,0.3,0.0,0.0,0.0,0.7
519,0.0,0.0,0.0,0.0,1.0
520,0.0,0.0,0.0,0.0,1.0
521,0.9,0.0,0.0,0.1,0.0
522,0.4,0.1,0.1,0.1,0.3
523,1.0,0.0,0.0,0.0,0.0
524,0.3,0.0,0.0,0.2,0.5
525,0.8,0.0,0.0,0.0,0.2
526,0.1,0.0,0.0,0.6,0.3
527,0.6,0.0,0.0,0.2,0.2
528,0.2,0.0,0.1,0.5,0.2
529,0.0,0.0,0.0,0.0,1.0
530,0.8,0.0,0.0,0.0,0.2
531,0.0,0.0,0.0,0.0,1.0
532,0.6,0.0,0.0,0.3,0.1
533,1.0,0.0,0.0,0.0,0.0
534,0.7,0.0,0.0,0.1,0.2
535,0.0,0.2,0.2,0.0,0.6
536,0.8,0.0,0.0,0.0,0.2
537,0.9,0.0,0.0,0.0,0.1
538,0.6,0.0,0.0,0.0,0.4
539,0.4,0.0,0.0,0.4,0.2
540,0.0,0.0,0.5,0.3,0.2
541,0.3,0.0,0.0,0.3,0.4
542,0.0,0.0,0.0,0.0,1.0
543,1.0,0.0,0.0,0.0,0.0
544,0.0,0.0,0.1,0.0,0.9
545,0.0,0.0,0.0,0.0,1.0
546,0.9,0.0,0.0,0.0,0.1
547,0.0,0.0,0.1,0.0,0.9
548,0.8,0.0,0.0,0.2,0.0
549,0.4,0.0,0.2,0.0,0.4
550,0.0,0.0,0.0,0.0,1.0
551,0.5,0.0,0.0,0.2,0.3
552,0.8,0.0,0.0,0.0,0.2
553,0.7,0.0,0.0,0.0,0.3
554,1.0,0.0,0.0,0.0,0.0
555,0.0,0.0,0.1,0.0,0.9
556,0.2,0.0,0.0,0.0,0.8
557,0.1,0.0,0.1,0.4,0.4
558,1.0,0.0,0.0,0.0,0.0
559,1.0,0.0,0.0,0.0,0.0
560,0.2,0.0,0.0,0.7,0.1
561,0.7,0.0,0.0,0.3,0.0
562,0.3,0.0,0.0,0.6,0.1
563,0.0,0.0,0.0,0.6,0.4
564,0.7,0.0,0.0,0.3,0.0
565,0.0,0.0,0.3,0.0,0.7
566,0.5,0.0,0.0,0.1,0.4
567,0.1,0.0,0.0,0.0,0.9
568,0.9,0.0,0.0,0.1,0.0
569,0.8,0.0,0.0,0.2,0.0
570,1.0,0.0,0.0,0.0,0.0
571,0.8,0.0,0.0,0.2,0.0
572,0.7,0.0,0.0,0.3,0.0
573,0.0,0.0,0.4,0.1,0.5
574,0.0,0.1,0.0,0.0,0.9
575,1.0,0.0,0.0,0.0,0.0
576,1.0,0.0,0.0,0.0,0.0
577,0.1,0.0,0.0,0.6,0.3
578,0.4,0.0,0.0,0.0,0.6
579,0.1,0.0,0.0,0.0,0.9
580,0.8,0.0,0.0,0.2,0.0
581,0.2,0.0,0.0,0.7,0.1
582,0.0,0.0,0.2,0.0,0.8
583,0.5,0.0,0.0,0.5,0.0
584,0.9,0.0,0.0,0.1,0.0
585,0.3,0.0,0.0,0.0,0.7
586,0.1,0.1,0.2,0.0,0.6
587,0.8,0.0,0.0,0.1,0.1
588,0.1,0.0,0.0,0.0,0.9
589,0.3,0.0,0.0,0.1,0.6
590,0.9,0.0,0.0,0.1,0.0
591,0.5,0.0,0.0,0.5,0.0
592,0.4,0.0,0.0,0.6,0.0
593,0.0,0.0,0.0,0.0,1.0
594,0.1,0.0,0.1,0.7,0.1
595,0.7,0.0,0.0,0.2,0.1
596,0.5,0.0,0.0,0.4,0.1
597,1.0,0.0,0.0,0.0,0.0
598,0.9,0.0,0.0,0.0,0.1
599,0.8,0.0,0.0,0.1,0.1
600,0.4,0.2,0.1,0.0,0.3
601,0.0,0.0,0.0,0.0,1.0
602,0.3,0.0,0.0,0.3,0.4
603,0.4,0.0,0.0,0.2,0.4
604,0.1,0.0,0.1,0.3,0.5
605,0.0,0.0,0.0,0.0,1.0
606,0.0,0.1,0.3,0.0,0.6
607,0.6,0.0,0.0,0.2,0.2
608,0.3,0.0,0.2,0.0,0.5
609,0.0,0.0,0.0,0.0,1.0
610,0.2,0.0,0.0,0.2,0.6
611,0.7,0.0,0.0,0.1,0.2
612,0.3,0.0,0.0,0.0,0.7
613,0.5,0.0,0.0,0.0,0.5
614,0.3,0.0,0.0,0.2,0.5
615,0.5,0.0,0.0,0.0,0.5
616,0.6,0.0,0.0,0.3,0.1
617,0.8,0.0,0.0,0.2,0.0
618,0.7,0.0,0.0,0.3,0.0
619,1.0,0.0,0.0,0.0,0.0
620,1.0,0.0,0.0,0.0,0.0
621,0.1,0.0,0.0,0.0,0.9
622,1.0,0.0,0.0,0.0,0.0
623,0.1,0.0,0.0,0.0,0.9
624,0.2,0.0,0.1,0.6,0.1
625,0.6,0.0,0.0,0.2,0.2
626,0.3,0.0,0.0,0.2,0.5
627,0.3,0.0,0.0,0.3,0.4
628,0.0,0.0,0.0,0.0,1.0
629,0.5,0.0,0.0,0.5,0.0
630,0.0,0.0,0.0,0.0,1.0
631,0.7,0.0,0.0,0.2,0.1
632,0.8,0.0,0.0,0.2,0.0
633,0.6,0.0,0.0,0.0,0.4
